fecha_resultado,pais,iso3c,departamento,n,n_acum
2020-06-29,Peru,PER,UCAYALI,42,7768
2020-06-30,Peru,PER,UCAYALI,107,7875
2020-07-01,Peru,PER,UCAYALI,145,8020
2020-07-02,Peru,PER,UCAYALI,48,8068
2020-07-03,Peru,PER,UCAYALI,139,8207
2020-07-04,Peru,PER,UCAYALI,57,8264
2020-07-05,Peru,PER,UCAYALI,48,8312
2020-07-06,Peru,PER,UCAYALI,101,8413
2020-07-07,Peru,PER,UCAYALI,102,8515
2020-07-08,Peru,PER,UCAYALI,56,8571
2020-07-09,Peru,PER,UCAYALI,48,8619
2020-07-10,Peru,PER,UCAYALI,163,8782
2020-07-11,Peru,PER,UCAYALI,113,8895
2020-07-12,Peru,PER,UCAYALI,36,8931
2020-07-13,Peru,PER,UCAYALI,23,8954
2020-07-14,Peru,PER,UCAYALI,70,9024
2020-07-15,Peru,PER,UCAYALI,92,9116
2020-07-16,Peru,PER,UCAYALI,68,9184
2020-07-17,Peru,PER,UCAYALI,51,9235
2020-07-18,Peru,PER,UCAYALI,111,9346
2020-07-19,Peru,PER,UCAYALI,57,9403
2020-07-20,Peru,PER,UCAYALI,35,9438
2020-07-21,Peru,PER,UCAYALI,41,9479
2020-07-22,Peru,PER,UCAYALI,41,9520
2020-07-23,Peru,PER,UCAYALI,49,9569
2020-07-24,Peru,PER,UCAYALI,75,9644
2020-07-25,Peru,PER,UCAYALI,72,9716
2020-07-26,Peru,PER,UCAYALI,39,9755
2020-07-27,Peru,PER,UCAYALI,122,9877
2020-07-28,Peru,PER,UCAYALI,41,9918
2020-07-29,Peru,PER,UCAYALI,148,10066
2020-07-30,Peru,PER,UCAYALI,97,10163
2020-07-31,Peru,PER,UCAYALI,121,10284
2020-08-01,Peru,PER,UCAYALI,106,10390
2020-08-02,Peru,PER,UCAYALI,28,10418
2020-08-03,Peru,PER,UCAYALI,95,10513
2020-08-04,Peru,PER,UCAYALI,136,10649
2020-08-05,Peru,PER,UCAYALI,121,10770
2020-08-06,Peru,PER,UCAYALI,128,10898
2020-08-07,Peru,PER,UCAYALI,98,10996
2020-08-08,Peru,PER,UCAYALI,160,11156
2020-08-09,Peru,PER,UCAYALI,26,11182
2020-08-10,Peru,PER,UCAYALI,180,11362
2020-08-11,Peru,PER,UCAYALI,134,11496
2020-08-12,Peru,PER,UCAYALI,172,11668
2020-08-13,Peru,PER,UCAYALI,142,11810
2020-08-14,Peru,PER,UCAYALI,143,11953
2020-08-15,Peru,PER,UCAYALI,90,12043
2020-08-16,Peru,PER,UCAYALI,32,12075
2020-08-17,Peru,PER,UCAYALI,150,12225
2020-08-18,Peru,PER,UCAYALI,229,12454
2020-08-19,Peru,PER,UCAYALI,183,12637
2020-08-20,Peru,PER,UCAYALI,206,12843
2020-08-21,Peru,PER,UCAYALI,51,12894
2020-08-22,Peru,PER,UCAYALI,83,12977
2020-08-23,Peru,PER,UCAYALI,10,12987
2020-08-24,Peru,PER,UCAYALI,105,13092
2020-08-25,Peru,PER,UCAYALI,142,13234
2020-08-26,Peru,PER,UCAYALI,27,13261
